Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type6,Soil_Type10,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type17,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type35,Soil_Type38,Soil_Type39,Soil_Type40,Cover_Type,eDist_to_Hydrology,human_presence,Total_Hillshade_mean,Horizontal_Distance_To_Roadways_Log,Hillshade_Noon_Elevation_ratio,Hillshade_9am_Elevation_ratio
2052,55,27,150,37,484,224,170,62,576,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,154.49595463959565,1060,152.0,6.184148890937483,0.08280565026790063,0.10910862152946907
3280,223,11,484,53,4218,206,251,180,2115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,486.89321211123905,6333,212.33333333333334,8.347353412124338,0.0765010667479427,0.06278573605608047
2877,278,13,0,0,2066,185,242,196,1006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,3072,207.66666666666666,7.633853559681768,0.08408617095205004,0.06428075052119528
3007,292,20,85,12,571,159,232,211,997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,85.84287972802403,1568,200.66666666666666,6.349138991379798,0.07712765957446809,0.05285904255319149
2706,316,13,0,0,1191,185,228,183,1339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,2530,198.66666666666666,7.083387847625295,0.0842260805319542,0.06834133727373476
2083,313,17,0,0,180,171,224,193,684,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,864,196.0,5.198497031265826,0.10748560460652591,0.08205374280230326
2207,251,21,319,163,361,170,249,214,850,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,358.23176855214837,1211,211.0,5.8916442118257715,0.11277173913043478,0.0769927536231884
2299,307,26,342,-13,531,141,215,210,691,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,342.2469868384527,1222,188.66666666666666,6.2766434893416445,0.09347826086956522,0.06130434782608696
2067,45,14,30,-4,1116,223,210,118,390,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,30.265491900843113,1506,183.66666666666666,7.018401799069201,0.10154738878143134,0.10783365570599614
2069,278,12,0,0,1134,188,242,193,402,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1536,207.66666666666666,7.034387929915503,0.11690821256038647,0.09082125603864734
2313,299,29,108,23,808,125,214,222,674,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110.42191811411355,1482,187.0,6.695798917058491,0.09248055315471046,0.054019014693171996
2113,55,30,134,69,309,223,161,50,365,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150.72159765607583,674,144.66666666666666,5.736572297479192,0.076158940397351,0.1054872280037843
2040,106,28,30,11,272,254,193,48,402,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31.953090617340916,674,165.0,5.60947179518496,0.09456148946594807,0.12444879960803527
1948,347,13,0,0,180,194,218,162,558,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,738,191.33333333333334,5.198497031265826,0.11185223191380195,0.09953822473063109
2035,312,39,162,129,255,92,181,213,426,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,207.0869382650678,681,162.0,5.545177444479562,0.08889980353634577,0.04518664047151277
2281,325,19,234,128,631,171,217,184,408,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,266.7208278331484,1039,190.66666666666666,6.448889394146858,0.0950920245398773,0.07493426818580193
2277,13,31,170,81,671,174,161,109,467,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,188.31091311976584,1138,148.0,6.51025834052315,0.07067603160667252,0.07638279192273925
3285,206,11,450,58,4124,213,250,171,2188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,453.7223820796149,6312,211.33333333333334,8.324821298768782,0.07608034083992696,0.06482045039561778
3293,218,12,454,66,4066,207,251,179,2222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,458.7722746635851,6288,212.33333333333334,8.310660905907225,0.07619914996964178,0.06284153005464481
2866,310,11,30,2,2106,189,232,183,940,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,30.066592756745816,3046,201.33333333333334,7.653020413804189,0.08092082316009766,0.06592256714335543
2870,295,12,30,6,2080,185,237,192,968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,30.59411708155671,3048,204.66666666666666,7.640603826393634,0.08254963427377221,0.06443747823058169
3006,13,20,150,22,190,196,194,130,1262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,151.6047492659778,1452,173.33333333333334,5.25227342804663,0.06451612903225806,0.06518124376454938
2977,33,20,297,29,300,212,192,109,1342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,298.41246622753545,1642,171.0,5.707110264748875,0.06447280053727333,0.07118871725990597
2092,300,29,30,8,210,127,214,220,655,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31.04834939252005,865,187.0,5.351858133476067,0.10224558050645007,0.06067845198279981
2417,68,21,150,38,947,236,193,79,685,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,154.7384890710776,1632,169.33333333333334,6.854354502255021,0.07981803143093466,0.09760132340777503
2304,124,15,361,16,930,245,227,107,642,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,361.35439668004597,1572,193.0,6.836259277277067,0.09848156182212581,0.10629067245119306
2239,341,17,295,104,1176,183,213,168,666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,312.79546032511405,1842,188.0,7.0707241072602764,0.09508928571428571,0.08169642857142857
2171,27,38,285,120,446,176,133,66,351,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,309.23292192132453,797,125.0,6.102558594613569,0.06123388581952118,0.08103130755064457
2140,63,34,150,89,350,227,150,29,331,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,174.4161689752415,681,135.33333333333334,5.860786223465865,0.07006071929005138,0.10602522185894442
2119,83,34,124,68,335,244,161,18,335,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,141.4213562373095,670,141.0,5.817111159963204,0.07594339622641509,0.11509433962264151
2079,102,35,67,35,313,252,170,14,351,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75.59100475585703,664,145.33333333333334,5.749392985908253,0.08173076923076923,0.12115384615384615
2054,98,34,42,10,306,251,172,0,362,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43.174066289845804,668,141.0,5.726847747587197,0.08369829683698297,0.12214111922141119
2096,323,17,150,92,313,173,220,185,511,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,175.96590578859303,824,192.66666666666666,5.749392985908253,0.10491177873152122,0.08249880782069623
2032,35,33,85,12,242,198,151,67,663,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85.84287972802403,905,138.66666666666666,5.493061443340548,0.07427447122479094,0.09739301524840138
1979,289,30,60,37,218,123,220,230,531,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70.49113419430843,749,191.0,5.389071729816501,0.1111111111111111,0.06212121212121212
2265,311,20,324,130,566,163,222,198,390,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,349.10743332103374,956,194.33333333333334,6.340359303727752,0.09796999117387467,0.07193292144748456
2292,16,29,212,96,850,182,167,109,700,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,232.7230113246217,1550,152.66666666666666,6.7464121285733745,0.07283035324901875,0.0793720017444396
2752,89,28,150,55,1040,248,181,42,1215,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,159.76545308670458,2255,157.0,6.947937068614969,0.06574645840900835,0.09008354522339267
2138,46,30,192,71,242,214,161,63,732,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,204.70710783946902,974,146.0,5.493061443340548,0.07526881720430108,0.10004675081813932
2137,218,23,295,91,335,188,254,193,870,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,308.71669860893496,1205,211.66666666666666,5.817111159963204,0.11880261927034612,0.08793264733395698
2252,257,28,424,204,467,142,243,231,830,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,470.52311314110807,1297,205.33333333333334,6.148468295917647,0.10785619174434088,0.06302707501109632
2416,102,13,175,37,977,242,222,107,711,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,178.86866690396056,1688,190.33333333333334,6.885509670034818,0.09184940008274721,0.10012412081092263
2360,69,22,277,31,960,237,192,76,782,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,278.72925931807015,1742,168.33333333333334,6.8679744089702925,0.08132147395171538,0.10038119440914867
2078,6,9,0,0,1182,209,222,151,457,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1639,194.0,7.075808863978387,0.10678210678210678,0.10052910052910052
2084,291,15,30,11,1200,175,236,200,470,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,31.953090617340916,1670,203.66666666666666,7.0909098220799835,0.11318944844124701,0.08393285371702638
2258,298,21,258,92,1149,155,227,210,732,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,273.91239475423527,1881,197.33333333333334,7.047517221357296,0.10048694112439133,0.06861443116423196
2183,12,28,218,132,426,181,172,117,306,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254.8489748851268,732,156.66666666666666,6.056784013228625,0.07875457875457875,0.08287545787545787
2168,75,31,162,117,391,239,166,35,300,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,199.83242980057065,691,146.66666666666666,5.971261839790462,0.07653296449976948,0.11018902720147533
2145,90,38,134,94,376,246,152,0,301,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,163.682619724881,677,132.66666666666666,5.932245187448011,0.07082945013979497,0.11463187325256291
2117,96,38,108,66,362,249,157,0,306,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,126.57013865837392,668,135.33333333333334,5.8944028342648505,0.07412653446647781,0.11756373937677053
2094,100,37,85,43,351,251,164,0,313,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,95.25754563287887,664,138.33333333333334,5.863631175598097,0.0782816229116945,0.1198090692124105
2055,90,26,30,11,335,248,190,54,335,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31.953090617340916,670,164.0,5.817111159963204,0.09241245136186771,0.12062256809338522
2044,13,14,0,0,331,205,209,139,350,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,681,184.33333333333334,5.805134968916488,0.10220048899755502,0.10024449877750612
2110,334,19,216,106,362,173,211,176,541,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,240.60756430336932,903,186.66666666666666,5.8944028342648505,0.09995262908574136,0.08195168166745619
2031,59,34,42,11,256,223,149,33,691,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43.41658669218482,947,135.0,5.54907608489522,0.0733267716535433,0.10974409448818898
2029,291,41,120,94,268,80,198,240,511,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,152.43359209832983,779,172.66666666666666,5.594711379601839,0.09753694581280788,0.03940886699507389
2304,15,28,255,108,892,183,170,112,741,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,276.92778842145833,1633,155.0,6.794586580876499,0.0737527114967462,0.07939262472885032
2300,16,27,277,119,912,185,172,112,767,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,301.4796842243271,1679,156.33333333333334,6.816735880594968,0.07475010864841374,0.08039982616253803
2282,51,20,335,84,840,226,192,92,854,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,345.37081521170836,1694,170.0,6.734591659972948,0.08409986859395532,0.09899255365746824
2035,39,23,210,56,390,214,183,93,450,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,217.33844574764032,840,163.33333333333334,5.968707559985366,0.08988212180746562,0.10510805500982318
3281,224,15,395,54,4054,200,253,187,2271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,398.67405232846545,6325,213.33333333333334,8.307705966549513,0.07708714198659354,0.06093845216331505
2889,297,15,90,25,2026,176,234,197,983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,93.40770846134703,3009,202.33333333333334,7.614312146452,0.0809688581314879,0.06089965397923876
2987,17,6,134,10,1410,215,228,150,1663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,134.3726162579266,3073,197.66666666666666,7.252053951852814,0.07630522088353414,0.07195448460508702
2981,9,20,162,25,513,194,197,136,1282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,163.9176622576103,1795,175.66666666666666,6.2422232654551655,0.06606304493628437,0.06505700871898056
2389,83,22,268,27,992,244,196,70,799,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,269.3566409056959,1791,170.0,6.900730664045173,0.08200836820083682,0.10209205020920502
2338,103,25,339,17,990,252,199,59,750,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,339.42598604113977,1740,170.0,6.898714534329988,0.08507909362975631,0.10773834972210346
2081,76,2,0,0,1207,222,235,150,485,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1692,202.33333333333334,7.0967213784947605,0.11287223823246878,0.10662824207492795
2226,256,37,270,142,1284,111,233,243,636,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,305.0639277266324,1920,195.66666666666666,7.158513997329321,0.10462505612932196,0.049842837898518184
2333,273,27,90,43,845,139,236,230,631,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99.74467404327912,1476,201.66666666666666,6.740519359606223,0.10111396743787489,0.059554413024850046
2339,106,29,210,49,741,254,192,45,525,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,215.64090521049107,1266,163.66666666666666,6.60934924316738,0.08205128205128205,0.10854700854700855
2137,94,40,124,86,402,246,150,0,272,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150.90394295710104,674,132.0,5.998936561946683,0.07015902712815715,0.11506080449017773
2114,90,37,95,63,390,246,154,0,277,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,113.9912277326637,667,133.33333333333334,5.968707559985366,0.07281323877068557,0.11631205673758865
2067,96,35,42,16,371,250,168,0,295,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44.94441010848846,666,139.33333333333334,5.918893854273146,0.08123791102514506,0.12088974854932302
2013,293,36,95,65,285,101,207,234,553,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115.10864433221339,838,180.66666666666666,5.655991810819852,0.10278053624627606,0.05014895729890765
2314,324,21,277,118,700,163,213,187,499,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,301.08636634693374,1199,187.66666666666666,6.55250788703459,0.09200863930885529,0.07041036717062635
2313,353,25,218,117,841,168,187,150,661,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,247.41261083461367,1502,168.33333333333334,6.7357800142423265,0.0808124459809853,0.07260155574762317
3267,124,21,553,40,4553,250,220,87,2061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,554.4447673123086,6614,185.66666666666666,8.423761246623686,0.06731946144430845,0.07649938800489596
3286,219,9,379,59,3990,210,249,175,2330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,383.5648576186301,6320,211.33333333333334,8.291797105048733,0.07575296623060541,0.06388804380894432
3302,217,9,573,80,3666,210,249,175,2532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,578.5576894312269,6198,211.33333333333334,8.207129168071326,0.07538601271571299,0.06357856494096276
3385,222,28,674,262,3283,174,253,202,2801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,723.1320764563,6084,209.66666666666666,8.096817470572319,0.07471943295924395,0.05138806851742469
2760,93,5,60,-16,360,228,232,138,1020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,62.0966987850401,1380,199.33333333333334,5.8888779583328805,0.08402752625860195,0.08257877580586744
2769,0,9,240,14,1400,206,222,154,655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,240.40798655618744,2055,194.0,7.244941546337007,0.08014440433212996,0.07436823104693141
3005,118,17,170,47,518,246,223,100,1507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,176.3774361986249,2025,189.66666666666666,6.251903883165888,0.0741849634065203,0.08183632734530938
2981,40,14,90,14,228,220,208,119,480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,91.0823802938856,708,182.33333333333334,5.43372200355424,0.06975184439973173,0.07377598926894702
2719,53,18,30,11,1092,227,198,98,1348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,31.953090617340916,2440,174.33333333333334,6.996681488176539,0.07279411764705883,0.08345588235294117
2906,319,9,162,25,1020,197,232,175,2105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,163.9176622576103,3125,201.33333333333334,6.928537818164665,0.07980736154110767,0.06776745786033712
2088,59,1,0,0,350,220,235,152,540,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,890,202.33333333333334,5.860786223465865,0.11249401627573001,0.10531354715174725
2135,15,32,319,77,335,174,157,104,764,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,328.16154558387854,1099,145.0,5.817111159963204,0.07350187265917603,0.08146067415730338
2131,6,26,335,73,350,179,181,131,785,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,342.86148806770353,1135,163.66666666666666,5.860786223465865,0.0848968105065666,0.08395872420262664
2314,217,24,430,-15,636,188,254,193,778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,430.2615483633182,1414,211.66666666666666,6.456769655572163,0.10971922246220302,0.08120950323974083
2344,249,37,402,14,679,119,237,238,752,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,402.24370722237535,1431,198.0,6.522092798170152,0.10106609808102346,0.050746268656716415
2382,230,30,379,52,721,159,250,213,731,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,382.5506502412458,1452,207.33333333333334,6.582025138892826,0.1049097775912715,0.06672261854804867
2085,114,24,0,0,1215,252,209,70,503,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1718,177.0,7.103322062526113,0.10019175455417066,0.12080536912751678
2079,262,2,0,0,1231,215,239,162,513,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1744,205.33333333333334,7.116394144093465,0.11490384615384615,0.10336538461538461
2099,288,24,60,21,1266,145,230,221,537,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63.56886030125127,1803,198.66666666666666,7.144407180321139,0.10952380952380952,0.06904761904761905
2220,272,37,270,136,1302,101,222,246,658,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,302.3177136722227,1960,189.66666666666666,7.172424577124845,0.09995497523638001,0.045475011256190905
2270,347,20,306,84,1211,177,203,161,745,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,317.32002773225645,1956,180.33333333333334,7.10002716662926,0.08938793483047115,0.07793923381770146
2282,11,40,361,-7,638,149,130,94,384,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,361.0678606577993,1022,124.33333333333333,6.459904454377535,0.05694261936049058,0.06526500219010074
2248,36,34,330,197,552,197,146,61,300,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,384.3292858994745,852,134.66666666666666,6.315358001522335,0.06491774121831925,0.08759448643841708
2212,58,27,240,161,492,228,174,63,256,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,289.0,748,155.0,6.20050917404269,0.07862629914143697,0.10302756439222774
2184,90,30,180,133,458,249,179,37,242,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,223.80571931923456,700,155.0,6.129050210060545,0.08192219679633868,0.11395881006864989
2139,84,37,120,88,430,242,151,0,242,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,148.8086019019062,672,131.0,6.066108090103747,0.0705607476635514,0.1130841121495327
2096,86,42,60,45,408,240,137,0,256,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75.0,664,125.66666666666667,6.013715156042802,0.0653314258464473,0.11444921316165951
2090,286,28,60,46,390,131,226,228,339,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75.6042326857432,729,195.0,5.968707559985366,0.10808225729316116,0.062649450023912
2098,26,30,95,-12,366,192,162,90,765,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95.75489543621255,1131,148.0,5.905361848054571,0.0771796093377799,0.09147212958551691
2068,275,38,134,69,335,93,216,247,541,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150.72159765607583,876,185.33333333333334,5.817111159963204,0.10439826002899952,0.04494925084581924
2081,28,32,277,102,450,190,155,82,470,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,295.1829940901068,920,142.33333333333334,6.111467339502679,0.074447646493756,0.09125840537944284
2995,36,9,190,18,1382,220,221,136,1657,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190.85072700935672,3039,192.33333333333334,7.232010331664759,0.07376502002670227,0.07343124165554073
3049,25,20,283,58,124,206,194,118,1170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,288.88232898535,1294,172.66666666666666,4.8283137373023015,0.06360655737704918,0.06754098360655737
2972,11,19,309,55,339,196,198,134,592,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,313.8566551787615,931,176.0,5.8289456176102075,0.06659939455095863,0.06592667339387824
2188,21,36,268,111,331,173,142,84,661,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,290.077575831018,992,133.0,5.805134968916488,0.0648698035632709,0.07903152124257652
2178,23,37,283,95,335,173,138,77,680,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,298.5196810932237,1015,129.33333333333334,5.817111159963204,0.06333180357962367,0.07939421753097751
2081,144,13,0,0,1240,238,237,126,532,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1772,200.33333333333334,7.123672785204607,0.1138328530259366,0.1143131604226705
2084,275,8,30,0,1256,199,242,182,541,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,30.0,1797,207.66666666666666,7.136483208590247,0.11606714628297363,0.09544364508393285
