Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Cover_Type,eDist_to_Hydrology,human_presence,Total_Hillshade_mean,Elevation_Aspect_ratio,Horizontal_Distance_To_Roadways_Log,Hillshade_Noon_Aspect_ratio,Hillshade_Noon_Elevation_ratio,Hillshade_9am_Elevation_ratio
2903,279,13,190,26,4179,184,241,197,5904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,191.7706964058899,10083,207.33333333333334,10.367857142857142,8.338066525518801,0.8607142857142858,0.08298898071625345,0.06336088154269973
2926,245,4,30,7,5180,212,243,169,3331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.805843601498726,8511,208.0,11.894308943089431,8.552753366814787,0.9878048780487805,0.08302015715749915,0.07242910830201571
2942,200,16,180,23,5276,212,252,170,3470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,181.46349495146399,8746,211.33333333333334,14.63681592039801,8.571113033405668,1.2537313432835822,0.0856269113149847,0.07203533809038397
2991,54,13,495,65,4849,227,211,115,6214,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,499.24943665466463,11063,184.33333333333334,54.38181818181818,8.48673398393153,3.8363636363636364,0.07052139037433156,0.07586898395721925
2742,116,9,150,21,2475,236,231,126,4314,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,151.46286673637206,6789,197.66666666666666,23.435897435897434,7.814399633804487,1.9743589743589745,0.08421436383521691,0.08603718556325192
2606,356,18,67,26,911,188,205,152,3174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,71.8679344353238,4085,181.66666666666666,7.299719887955182,6.815639990074331,0.5742296918767507,0.07863444572305332,0.07211354046797085
3244,326,5,750,53,3730,207,234,166,2460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,751.8703345657415,6190,202.33333333333334,9.920489296636086,8.224431573221159,0.7155963302752294,0.07211093990755008,0.0637904468412943
3237,27,14,997,36,4002,213,210,130,2506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,997.649738134582,6508,184.33333333333334,115.60714285714286,8.294799358992574,7.5,0.06485484867201977,0.06578134651019148
2616,359,24,42,15,977,176,187,142,3186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,44.598206241955516,4163,168.33333333333334,7.266666666666667,6.885509670034818,0.5194444444444445,0.07145586549484143,0.06725257928926251
2913,16,11,457,58,3974,211,217,142,5568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,460.6658224787248,9542,190.0,171.35294117647058,8.287780027088433,12.764705882352942,0.07446808510638298,0.07240905971173645
2813,48,7,201,35,3018,223,225,137,4729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,204.0245083317198,7747,195.0,57.40816326530612,8.012680929706839,4.591836734693878,0.07995735607675906,0.07924662402274342
2530,149,1,319,51,234,221,238,154,2726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,323.0510795524448,2960,204.33333333333334,16.866666666666667,5.459585514144159,1.5866666666666667,0.09403397866455947,0.08731726590280521
3260,45,7,503,69,3558,222,225,138,2531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,507.71054745789945,6089,195.0,70.8695652173913,8.177234885510194,4.891304347826087,0.06899724011039558,0.06807727690892364
3047,90,3,870,128,5484,224,234,146,5635,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,879.365680476558,11119,201.33333333333334,33.48351648351648,8.609772372709331,2.5714285714285716,0.07677165354330709,0.07349081364829396
2955,60,20,201,33,4934,231,195,88,3248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,203.69094236121546,8182,171.33333333333334,48.442622950819676,8.504107951867582,3.19672131147541,0.06596752368064952,0.07814614343707713
2893,77,13,85,7,6012,236,215,107,4682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,85.28774824088158,10694,186.0,37.08974358974359,8.70167907103957,2.7564102564102564,0.07429163787145819,0.08154803040774015
2965,38,24,247,49,4883,212,181,92,3315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,251.81342299408902,8198,161.66666666666666,76.02564102564102,8.493719835230594,4.641025641025641,0.06102494942683749,0.07147673634524612
3037,230,15,570,151,5985,196,252,191,5238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,589.6617674565649,11223,213.0,13.147186147186147,8.697178688412643,1.0909090909090908,0.08294930875576037,0.06451612903225806
3027,152,10,792,108,5316,233,240,138,5912,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,799.3297192022826,11228,203.66666666666666,19.784313725490197,8.57866451350434,1.5686274509803921,0.07926023778071334,0.07694848084544254
2756,70,16,120,35,2501,235,208,100,4210,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,125.0,6711,181.0,38.816901408450704,7.824845691026856,2.9295774647887325,0.0754443235400798,0.08523757707653247
2939,325,6,510,62,4078,206,234,167,5584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,513.7548053303249,9662,202.33333333333334,9.015337423312884,8.313607139317558,0.7177914110429447,0.07959183673469387,0.07006802721088436
3198,126,9,418,23,4200,235,234,130,2858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,418.63229689072006,7058,199.66666666666666,25.181102362204726,8.343077871169383,1.8425196850393701,0.07314785870584557,0.07346045639262269
3195,90,7,362,20,4243,231,229,132,2880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,362.55206522649956,7123,197.33333333333334,35.10989010989011,8.353261499733874,2.5164835164835164,0.07165206508135169,0.07227784730913642
2975,222,6,360,89,5719,213,245,169,4519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,370.8382396679177,10238,209.0,13.340807174887892,8.651724084373843,1.0986547085201794,0.0823252688172043,0.0715725806451613
2890,84,13,30,4,5918,238,218,108,4761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,30.265491900843113,10679,188.0,34.0,8.685922794690725,2.5647058823529414,0.07540643375994466,0.08232445520581114
3018,109,10,815,132,5833,238,229,121,5486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,825.620372810652,11319,196.0,27.436363636363637,8.671458150427666,2.081818181818182,0.07585293143424975,0.0788340510102683
3011,85,5,842,85,5389,228,231,137,5975,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,846.2795046555245,11364,198.66666666666666,35.01162790697674,8.592300663903043,2.686046511627907,0.07669322709163347,0.07569721115537849
3221,79,16,618,20,3968,239,210,96,2868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,618.3235399044743,6836,181.66666666666666,40.2625,8.286269452783065,2.625,0.06517690875232775,0.07417752948479206
3004,135,7,811,78,5383,231,237,138,6017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,814.7422905434577,11400,202.0,22.08823529411765,8.591186871324563,1.7426470588235294,0.07886855241264559,0.07687188019966722
2572,49,20,384,53,391,224,192,94,2509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,387.64029718283933,2900,170.0,51.44,5.971261839790462,3.84,0.07462106490478042,0.08705790905557714
3260,128,11,743,46,3824,238,233,124,2854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,744.4225950359111,6678,198.33333333333334,25.271317829457363,8.249313746260636,1.806201550387597,0.07145047531432076,0.072983747316774
3168,25,4,30,0,4426,218,231,150,3180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.0,7606,199.66666666666666,121.84615384615384,8.395477432732141,8.884615384615385,0.07289365730514358,0.06879141685074155
2878,349,12,67,0,3489,198,220,161,4924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,67.0,8413,193.0,8.222857142857142,8.157657015196472,0.6285714285714286,0.07641542202153526,0.06877387981938173
3198,9,8,301,23,4099,211,224,150,3076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,301.8774585821207,7175,195.0,319.8,8.318742252692399,22.4,0.0700218818380744,0.06595811190997186
2975,260,8,391,66,6071,200,245,183,5262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,396.531209364408,11333,209.33333333333334,11.398467432950191,8.711443319075466,0.9386973180076629,0.0823252688172043,0.06720430107526881
3178,38,10,0,0,4286,220,217,131,3248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7534,189.33333333333334,81.48717948717949,8.363342466597977,5.564102564102564,0.06826045926391947,0.06920415224913495
2995,176,10,690,86,6068,226,246,152,5533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,695.3387663578093,11601,208.0,16.92090395480226,8.710949125835855,1.3898305084745763,0.08210947930574099,0.07543391188251002
2913,144,8,210,20,5478,232,239,139,4733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,210.95023109728987,10211,203.33333333333334,20.089655172413792,8.608677881538416,1.6482758620689655,0.08201784488675361,0.07961564859299931
2982,175,9,424,56,5267,225,245,153,6500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,427.6821249479571,11767,207.66666666666666,16.943181818181817,8.569406062863171,1.3920454545454546,0.0821320817968488,0.07542742205833054
2945,209,12,362,36,5877,211,251,173,5354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,363.78565117387467,11231,211.66666666666666,14.023809523809524,8.678971846978863,1.1952380952380952,0.08520027155465038,0.071622539035981
2995,143,2,631,23,5459,223,238,151,6349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,631.4190367735201,11808,204.0,20.79861111111111,8.605204068738951,1.6527777777777777,0.0794392523364486,0.07443257676902537
2942,0,3,0,0,4830,215,233,156,6062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,10892,201.33333333333334,2942.0,8.482808764554406,233.0,0.07917091403329936,0.07305470608222901
2945,288,5,0,0,4801,205,239,173,6034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,10835,205.66666666666666,10.190311418685122,8.4767877767812,0.8269896193771626,0.08112695179904957,0.06958587915818058
2959,288,8,120,14,4683,199,240,180,5920,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120.81390648431164,10603,206.33333333333334,10.238754325259515,8.451907724717607,0.8304498269896193,0.08108108108108109,0.06722972972972972
2796,114,13,60,8,2599,242,226,111,3934,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60.530983801686226,6533,193.0,24.31304347826087,7.8632667240095735,1.9652173913043478,0.0808008580622095,0.08652127279227743
2785,315,2,60,-2,2486,214,237,161,3829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60.03332407921454,6315,204.0,8.813291139240507,7.818832443803404,0.75,0.08506819813352477,0.07681263460157932
2784,325,17,153,33,1798,177,220,182,3198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,156.51836952894698,4996,193.0,8.539877300613497,7.4949862339505335,0.6748466257668712,0.07899461400359066,0.06355475763016158
2789,320,15,182,50,1771,181,225,183,3174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,188.74321179846442,4945,196.33333333333334,8.688473520249222,7.4798641311650265,0.7009345794392523,0.08064516129032258,0.06487455197132616
2922,162,19,240,22,5076,235,241,129,4536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,241.00622398602076,9612,201.66666666666666,17.926380368098158,8.532475814947395,1.478527607361963,0.08244953814574067,0.08039685254875129
3008,135,3,931,36,5727,224,238,150,6096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,931.6957657948221,11823,204.0,22.11764705882353,8.653121708640482,1.75,0.07909604519774012,0.07444333665669657
2978,73,10,323,49,5160,232,221,121,6368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,326.6955769519998,11528,191.33333333333334,40.24324324324324,8.548885638148727,2.9864864864864864,0.07418596844578718,0.07787848271231958
2892,54,11,134,12,3178,226,217,123,4457,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,134.5362404707371,7635,188.66666666666666,52.58181818181818,8.064321960910803,3.9454545454545453,0.0750086415485655,0.07811959903214656
2521,45,10,42,2,408,223,218,129,2066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42.04759208325728,2474,190.0,54.80434782608695,6.013715156042802,4.739130434782608,0.08643933386201427,0.08842188739095956
2985,72,7,497,13,5372,228,227,133,6482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,497.16999104933916,11854,196.0,40.89041095890411,8.589141690728821,3.1095890410958904,0.07602143335565975,0.07635632953784327
3057,39,19,626,144,4435,217,196,107,3955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,642.3488148973266,8390,173.33333333333334,76.425,8.397508348470257,4.9,0.06409417920209287,0.0709614126880314
2829,78,9,60,8,2941,232,223,123,4187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60.530983801686226,7128,192.66666666666666,35.81012658227848,7.9868449011613825,2.8227848101265822,0.07879858657243816,0.08197879858657244
3201,331,5,0,0,4002,208,234,164,3460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7462,202.0,9.641566265060241,8.294799358992574,0.7048192771084337,0.0730793254216115,0.06495940037476577
3136,329,13,789,-13,4228,187,223,175,3798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,789.1070903242475,8026,195.0,9.503030303030304,8.34972083747249,0.6757575757575758,0.07108702582084794,0.05961109340133886
2548,355,14,60,7,551,197,215,155,2058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60.40695324215582,2609,189.0,7.157303370786517,6.313548046277095,0.6039325842696629,0.08434680266771283,0.07728520988622989
2962,89,9,42,3,4891,234,225,122,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42.1070065428546,10937,193.66666666666666,32.91111111111111,8.495356496807062,2.5,0.07593655079311509,0.07897401282483969
2808,15,13,201,20,2431,208,213,141,3651,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,201.9925741209315,6082,187.33333333333334,175.5,7.796469243086058,13.3125,0.07582769668921324,0.07404770380918477
2749,87,12,516,43,1499,238,220,111,2797,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,517.7885668880687,4296,189.66666666666666,31.238636363636363,7.313220387090301,2.5,0.08,0.08654545454545455
3155,328,14,849,-19,4184,185,222,177,3871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,849.2125764495013,8055,194.66666666666666,9.589665653495441,8.339261982923576,0.6747720364741642,0.07034220532319392,0.05861850443599493
2991,285,11,849,98,5939,189,240,191,6068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,854.6373499912112,12007,206.66666666666666,10.458041958041958,8.68946441235669,0.8391608391608392,0.08021390374331551,0.06316844919786097
2968,108,5,306,49,4113,229,234,138,5265,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,309.8983704377937,9378,200.33333333333334,27.229357798165136,8.322151070212902,2.146788990825688,0.07881441562815762,0.07713034691815426
2932,77,13,108,21,3911,236,216,108,5067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,110.02272492535349,8978,186.66666666666666,37.58974358974359,8.271804031154709,2.769230769230769,0.07364473235594954,0.0804636890555745
2808,356,7,153,3,2592,209,227,157,3757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,153.0294089382822,6349,197.66666666666666,7.8655462184873945,7.860570785538664,0.6358543417366946,0.08081167675329298,0.07440370238519046
2794,106,4,210,37,1888,227,234,142,3079,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213.23461257497573,4967,201.0,26.11214953271028,7.543802867501509,2.1869158878504673,0.08372093023255814,0.081216457960644
3080,24,17,659,167,4377,208,201,125,4176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,679.8308613177251,8553,178.0,123.2,8.384347278082808,8.04,0.06523855890944498,0.06751054852320675
2936,52,16,180,27,4656,227,203,105,4456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182.01373574541017,9112,178.33333333333334,55.39622641509434,8.446126742982377,3.830188679245283,0.06911814776983316,0.07728975144705481
2913,261,10,313,10,5706,197,245,187,5517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,313.15970366571753,11223,209.66666666666666,11.118320610687023,8.649448770536708,0.9351145038167938,0.08407687028140014,0.06760466712422787
2919,232,8,323,19,5728,207,248,178,5539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,323.5583409526016,11267,211.0,12.527896995708154,8.653296274408579,1.0643776824034334,0.08493150684931507,0.07089041095890411
2978,257,6,85,13,4795,205,244,177,5905,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85.98837130682264,10700,208.66666666666666,11.542635658914728,8.475537516147405,0.9457364341085271,0.08190668009399127,0.06881503860355824
2574,312,14,134,32,636,183,229,187,1924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,137.7679207943562,2560,199.66666666666666,8.223642172523961,6.456769655572163,0.731629392971246,0.08893203883495146,0.07106796116504854
3142,59,21,730,-32,4155,231,192,85,4070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,730.7010332550516,8225,169.33333333333334,52.36666666666667,8.332308352219117,3.2,0.06108813235762011,0.07349665924276169
2804,15,10,212,47,1917,211,219,144,3031,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217.14741536569116,4948,191.33333333333334,175.25,7.559038255443384,13.6875,0.07807486631016043,0.07522281639928699
2595,9,14,42,19,799,204,212,144,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,46.09772228646444,2809,186.66666666666666,259.5,6.684611727667927,21.2,0.08166409861325115,0.07858243451463791
2929,232,8,366,33,5835,208,247,177,5776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,367.484693558793,11611,210.66666666666666,12.570815450643776,8.671800909642677,1.0600858369098713,0.08430034129692833,0.07098976109215017
3001,246,9,764,101,5961,201,247,184,6227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,770.6471306635742,12188,210.66666666666666,12.149797570850202,8.693161274238017,1.0,0.08227848101265822,0.06695536309127248
2813,94,7,371,56,1800,231,230,132,2872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,375.2026119312071,4672,197.66666666666666,29.610526315789475,7.496097345175956,2.4210526315789473,0.08173418621179815,0.08208955223880597
2988,342,6,192,26,4805,208,231,162,5836,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,193.75241933973368,10641,200.33333333333334,8.71137026239067,8.477620416296414,0.673469387755102,0.07728337236533958,0.06958849113415858
3175,59,18,612,0,4042,231,200,96,4184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,612.0,8226,175.66666666666666,52.916666666666664,8.304742269640771,3.3333333333333335,0.06297229219143577,0.07273299748110831
